word	root	plural_1	plural_2	plural_3	source
صيهور	صهر	صياهير			qalsadi-nouns
صيوان	صون	صواوين			qalsadi-nouns
ضءلة	ضال				qalsadi-nouns
ضءيل	ضال				qalsadi-nouns
ضاءع	ضيع	ضياع			qalsadi-nouns
ضاءق	ضيق	ضاقة			qalsadi-nouns
ضاءم	ضيم				qalsadi-nouns
ضاءن	ضان	ضان	ضواءن		qalsadi-nouns
ضابط	ضبط	ضباط	ضوابط		qalsadi-nouns
ضاجع	ضجع	ضواجع			qalsadi-nouns
ضاحك	ضحك				qalsadi-nouns
ضاحكة	ضحك	ضواحكتش			qalsadi-nouns
ضاحي	ضحو	ضواح	الضواحي		qalsadi-nouns
ضار	ضرر				qalsadi-nouns
ضارب	ضرب	ضوارب			qalsadi-nouns
ضارع	ضرع				qalsadi-nouns
ضاري	ضري	ضوار	الضواري		qalsadi-nouns
ضاغط	ضغط	ضواغط			qalsadi-nouns
ضاغن	ضغن	ضغن			qalsadi-nouns
ضاغوط	ضغط	ضواغيط			qalsadi-nouns
ضافي	ضوف				qalsadi-nouns
ضال	ضلل	ضوال			qalsadi-nouns
ضامر	ضمر	ضمر	ضوامر		qalsadi-nouns
ضامن	ضمن	ضمان	ضمنة		qalsadi-nouns
ضان	ضان				qalsadi-nouns
ضاوي	ضوي	ون			qalsadi-nouns
ضباب	ضبب				qalsadi-nouns
ضبابي	ضبب				qalsadi-nouns
ضباح	ضبح				qalsadi-nouns
ضبارة	ضبر	ضباءر			qalsadi-nouns
ضبة	ضبب	ضباب	ضبان		qalsadi-nouns
ضبح	ضبح				qalsadi-nouns
ضبر	ضبر	ضبور			qalsadi-nouns
ضبط	ضبط				qalsadi-nouns
ضبع	ضبع	ضباع			qalsadi-nouns
ضبن	ضبن				qalsadi-nouns
ضجة	ضجج				qalsadi-nouns
ضجر	ضجر				qalsadi-nouns
ضجعة	ضجع				qalsadi-nouns
ضجيج	ضجج				qalsadi-nouns
ضحا	ضحو				qalsadi-nouns
ضحك	ضحك				qalsadi-nouns
ضحكة	ضحك	لايجوزجمعمذكرسالم			qalsadi-nouns
ضحكة	ضحك				qalsadi-nouns
ضحل	ضحل	اضحال			qalsadi-nouns
ضحو	ضحو				qalsadi-nouns
ضحوة	ضحو				qalsadi-nouns
ضحوك	ضحك				qalsadi-nouns
ضحية	ضحو	ضحايا			qalsadi-nouns
ضخامة	ضخم				qalsadi-nouns
ضخم	ضخم	ضخام			qalsadi-nouns
ضد	ضدد	اضداد	ضد		qalsadi-nouns
ضديد	ضدد	اضداد			qalsadi-nouns
ضر	ضرر	اضرار			qalsadi-nouns
ضراء	ضرر				qalsadi-nouns
ضرابة	ضرب				qalsadi-nouns
ضراط	ضرط				qalsadi-nouns
ضراعة	ضرع				qalsadi-nouns
ضرام	ضرم				qalsadi-nouns
ضراوة	ضرو				qalsadi-nouns
ضرب	ضرب	اضراب	ضروب		qalsadi-nouns
ضرب	ضرب				qalsadi-nouns
ضربان	ضرب				qalsadi-nouns
ضربة	ضرب				qalsadi-nouns
ضرة	ضرر	ضراءر			qalsadi-nouns
ضرر	ضرر	اضرار			qalsadi-nouns
ضرس	ضرس	اضراسمذ	مء		qalsadi-nouns
ضرع	ضرع	ضروع			qalsadi-nouns
ضرع	ضرع	ضروع	ضرعة		qalsadi-nouns
ضرعاء	ضرع				qalsadi-nouns
ضرغام	ضرغم				qalsadi-nouns
ضرم	ضرم	نب			qalsadi-nouns
ضرم	ضرم				qalsadi-nouns
ضرورة	ضرر	ات	ضراءر		qalsadi-nouns
ضروري	ضرر				qalsadi-nouns
ضروريات	ضرر				qalsadi-nouns
ضروس	ضرس				qalsadi-nouns
ضروط	ضرط				qalsadi-nouns
ضروع	ضرع				qalsadi-nouns
ضري	ضري				qalsadi-nouns
ضريب	ضرب	اضراب			qalsadi-nouns
ضريبة	ضرب	ضراءب			qalsadi-nouns
ضريبي	ضرب				qalsadi-nouns
ضريج	ضرج				qalsadi-nouns
ضريح	ضرح	ضراءح	اضرحة		qalsadi-nouns
ضرير	ضرر	اضراء	اضرار	ضر	qalsadi-nouns
ضريس	ضرس				qalsadi-nouns
ضريع	ضرع				qalsadi-nouns
ضريم	ضرم				qalsadi-nouns
ضعة	وضع				qalsadi-nouns
ضعف	ضعف	اضعاف			qalsadi-nouns
ضعيف	ضعف	ضعاف	ضعفاء		qalsadi-nouns
ضغاء	ضغو				qalsadi-nouns
ضغث	ضغث	اضغاث			qalsadi-nouns
ضغث	ضغث				qalsadi-nouns
ضغط	ضغط	ضغوط			qalsadi-nouns
ضغم	ضغم				qalsadi-nouns
ضغمة	ضغم				qalsadi-nouns
ضغن	ضغن	اضغان			qalsadi-nouns
ضغن	ضغن				qalsadi-nouns
ضغينة	ضغن	ضغاءن			qalsadi-nouns
ضف	ضفف				qalsadi-nouns
ضفة	ضفف	ضفاف	ضفف		qalsadi-nouns
ضفدع	ضفدع	ضفادع			qalsadi-nouns
ضفدعة	ضفدع	واحدةالضفدع			qalsadi-nouns
ضفر	ضفر	اضفار	ضفور		qalsadi-nouns
ضفير	ضفر	جضفاءر			qalsadi-nouns
ضفيرة	ضفر	ضفاءر			qalsadi-nouns
ضلال	ضلل				qalsadi-nouns
ضلالة	ضلل				qalsadi-nouns
ضلة	ضلل				qalsadi-nouns
ضلع	ضلع	اضلع	ضلوع	اضلاعمص	qalsadi-nouns
ضلل	ضلل				qalsadi-nouns
ضليع	ضلع	ضلعجضلاءع			qalsadi-nouns
ضليل	ضلل				qalsadi-nouns
ضم	ضمم				qalsadi-nouns
ضماد	ضمد	اضمدة	ضماءد		qalsadi-nouns
ضمادة	ضمد	ضماءد			qalsadi-nouns
ضمان	ضمن				qalsadi-nouns
ضمانة	ضمن				qalsadi-nouns
ضمة	ضمم				qalsadi-nouns
ضمد	ضمد				qalsadi-nouns
ضمر	ضمر				qalsadi-nouns
ضمضمة	ضمضم				qalsadi-nouns
ضمن	ضمن				qalsadi-nouns
ضمن	ضمن	ضمنا			qalsadi-nouns
ضمني	ضمن				qalsadi-nouns
ضمور	ضمر				qalsadi-nouns
ضمير	ضمر	ضماءر			qalsadi-nouns
ضميم	ضمم	اضماء	اضمة		qalsadi-nouns
ضمين	ضمن	ضمناء			qalsadi-nouns
ضن	ضنن				qalsadi-nouns
ضنا	ضنو				qalsadi-nouns
ضنانة	ضنن				qalsadi-nouns
ضنك	ضنك				qalsadi-nouns
ضنين	ضنن	اضناء	ضناءن		qalsadi-nouns
ضهياء	ضهي				qalsadi-nouns
ضوء	ضوا	اضواء			qalsadi-nouns
ضواحي	ضوح	مفردضاحية			qalsadi-nouns
ضواري	ضري				qalsadi-nouns
ضواية	ضوي				qalsadi-nouns
ضور	ضور				qalsadi-nouns
ضوضاء	ضاضا				qalsadi-nouns
ضياء	ضوا				qalsadi-nouns
ضياع	ضيع				qalsadi-nouns
ضيافة	ضيف	مضايف			qalsadi-nouns
ضير	ضير				qalsadi-nouns
ضيعة	ضيع	ضيع	ضياع		qalsadi-nouns
ضيغم	ضغم	ضياغم			qalsadi-nouns
ضيف	ضيف	اضياف	ضيوف		qalsadi-nouns
ضيق	ضيق				qalsadi-nouns
ضيقة	ضيق	ضيق			qalsadi-nouns
ضيم	ضيم	ضيوم			qalsadi-nouns
طاءر	طير	طير	طيور		qalsadi-nouns
طاءرة	طير	ات			qalsadi-nouns
طاءش	طيش				qalsadi-nouns
طاءع	طيع				qalsadi-nouns
طاءف	طوف	طوف	طواءف		qalsadi-nouns
طاءفي	طوف				qalsadi-nouns
طاءفية	طوف				qalsadi-nouns
طاءل	طول	طواءل			qalsadi-nouns
طابع	طبع	طوابع			qalsadi-nouns
طابق	طبق	طوابق			qalsadi-nouns
طابور	طبر	طوابير			qalsadi-nouns
طابون	طبن	طوابين			qalsadi-nouns
طاجن	طجن	طواجن			qalsadi-nouns
طاحن	طحن	طواحنمءنثالطاحن			qalsadi-nouns
طاحون	طحن	طواحين			qalsadi-nouns
طارء	طرا	طراء	طوارء		qalsadi-nouns
طارة	طرر	ات			qalsadi-nouns
طارف	طرف	طرفة	طوارف		qalsadi-nouns
طارق	طرق	طراق			qalsadi-nouns
طارق	طرق	طراق	اطراق	طوارق	qalsadi-nouns
طازج	طزج				qalsadi-nouns
طاس	طوس				qalsadi-nouns
طاعة	طوع				qalsadi-nouns
طاعم	طعم				qalsadi-nouns
طاعن	طعن				qalsadi-nouns
طاعون	طعن	طواعين			qalsadi-nouns
طاغوت	طغو	طواغيت			qalsadi-nouns
طاغي	طغي	طغاة			qalsadi-nouns
طاف	طوف				qalsadi-nouns
طافة	طوف	طواف			qalsadi-nouns
طافح	طفح	طوافح			qalsadi-nouns
طافي	طفو	طفاة			qalsadi-nouns
طاق	طوق	اطواق	طيقان		qalsadi-nouns
طاقة	طوق				qalsadi-nouns
طالب	طلب	طلاب	طلبة		qalsadi-nouns
طالح	طلح				qalsadi-nouns
طالع	طلع	طوالع			qalsadi-nouns
طالق	طلق	طلقوطوالق			qalsadi-nouns
طام	طوم				qalsadi-nouns
طامة	طمم				qalsadi-nouns
طامث	طمث				qalsadi-nouns
طامح	طمح				qalsadi-nouns
طامس	طمس	طوامس			qalsadi-nouns
طامع	طمع	طمعاء			qalsadi-nouns
طان	طين				qalsadi-nouns
طاهر	طهر	اطهار			qalsadi-nouns
طاهي	طهو	طهاة			qalsadi-nouns
طاولة	طول				qalsadi-nouns
طاووس	طوس	طواويس			qalsadi-nouns
طاوي	طوي	ون	ات		qalsadi-nouns
طب	طبب				qalsadi-nouns
طباءع	طبع	مفردطبيعة			qalsadi-nouns
طبابة	طبب				qalsadi-nouns
طباخ	طبخ				qalsadi-nouns
طباخة	طبخ				qalsadi-nouns
طباع	طبع				qalsadi-nouns
طباعة	طبع				qalsadi-nouns
طباق	طبق				qalsadi-nouns
طبال	طبل				qalsadi-nouns
طبالة	طبل				qalsadi-nouns
طبخ	طبخ				qalsadi-nouns
طبطبة	طبطب				qalsadi-nouns
طبع	طبع	طباع			qalsadi-nouns
طبع	طبع	اطباع			qalsadi-nouns
طبع	طبع				qalsadi-nouns
طبعة	طبع				qalsadi-nouns
طبق	طبق				qalsadi-nouns
طبق	طبق	اطباق			qalsadi-nouns
طبقة	طبق	طبق			qalsadi-nouns
طبقي	طبق				qalsadi-nouns
طبل	طبل	طبول			qalsadi-nouns
طبلة	طبل				qalsadi-nouns
طبلية	طبل				qalsadi-nouns
طبي	طبي	اطباء			qalsadi-nouns
طبي	طبب				qalsadi-nouns
طبيب	طبب	اطباء			qalsadi-nouns
طبيخ	طبخ	اطبخة			qalsadi-nouns
طبيعة	طبع	طباءع			qalsadi-nouns
طبيعي	طبع				qalsadi-nouns
طبيعيات	طبع				qalsadi-nouns
طحال	طحل	طحل			qalsadi-nouns
طحان	طحن				qalsadi-nouns
طحل	طحل				qalsadi-nouns
طحلب	طحلب	طحالب			qalsadi-nouns
طحن	طحن				qalsadi-nouns
طحون	طحن				qalsadi-nouns
طحين	طحن				qalsadi-nouns
طر	طرر	اطرار			qalsadi-nouns
طراءف	طرف	مفردطريفة			qalsadi-nouns
طراد	طرد				qalsadi-nouns
طراز	طرز	طرز			qalsadi-nouns
طراز	طرز				qalsadi-nouns
طرازة	طرز				qalsadi-nouns
طرافة	طرف				qalsadi-nouns
طراوة	طري				qalsadi-nouns
طرب	طرب				qalsadi-nouns
طرة	طرر	طرر			qalsadi-nouns
طرح	طرح				qalsadi-nouns
طرحة	طرح				qalsadi-nouns
طرد	طرد	طرود			qalsadi-nouns
طرز	طرز				qalsadi-nouns
طرس	طرس	طروس	اطراس		qalsadi-nouns
طرش	طرش				qalsadi-nouns
طرشاء	طرش	مءنثاطرش			qalsadi-nouns
طرشة	طرش				qalsadi-nouns
طرطور	طرطر				qalsadi-nouns
طرف	طرف	اطراف			qalsadi-nouns
طرف	طرف				qalsadi-nouns
طرفة	طرف	طرف			qalsadi-nouns
طرفة	طرف				qalsadi-nouns
طرق	طرق	اطراق			qalsadi-nouns
طرق	طرق	طروق			qalsadi-nouns
طرقة	طرق				qalsadi-nouns
طروب	طرب				qalsadi-nouns
طري	طرو	طراء			qalsadi-nouns
طريح	طرح	طرحالايجوزجمعمذكرسالممعن			qalsadi-nouns
طريد	طرد	طراءد			qalsadi-nouns
طريف	طرف	طرف	طراف	طراء	qalsadi-nouns
طريق	طرق	طرق	طرقات		qalsadi-nouns
طريقة	طرق	طراءق	طرق		qalsadi-nouns
طعام	طعم	اطعمة			qalsadi-nouns
طعم	طعم	طعوم	اطعام		qalsadi-nouns
طعم	طعم	طعوم			qalsadi-nouns
طعمة	طعم	طعملايجوزجمعمذكرسالم			qalsadi-nouns
طعمة	طعم	طعم			qalsadi-nouns
طعمية	طعم				qalsadi-nouns
طعن	طعن				qalsadi-nouns
طعنة	طعن	طعن			qalsadi-nouns
طغمة	طغم	طغم			qalsadi-nouns
طغيان	طغي				qalsadi-nouns
طفاوة	طفو				qalsadi-nouns
طفاية	طفا				qalsadi-nouns
طفح	طفح	طفوح			qalsadi-nouns
طفرة	طفر				qalsadi-nouns
طفطاف	طفطف				qalsadi-nouns
طفطافة	طفطف	طفاطيف			qalsadi-nouns
طفطفة	طفطف	طفاطف			qalsadi-nouns
طفل	طفل	اطفالوقديستويفي			qalsadi-nouns
طفل	طفل	طفول	طفال		qalsadi-nouns
طفل	طفل				qalsadi-nouns
طفوح	طفح				qalsadi-nouns
طفولة	طفل				qalsadi-nouns
طفولي	طفل				qalsadi-nouns
طفولية	طفل				qalsadi-nouns
طفيف	طفف				qalsadi-nouns
طفيلي	طفل				qalsadi-nouns
طق	طقق				qalsadi-nouns
طقسي	طقس				qalsadi-nouns
طقطقة	طقطق				qalsadi-nouns
طقم	طقم	طقوم			qalsadi-nouns
طل	طلل	طلال	طلل		qalsadi-nouns
طلا	طلي				qalsadi-nouns
طلا	طلي	اطلاء	طلاء		qalsadi-nouns
طلاء	طلي	اطلية			qalsadi-nouns
طلاءع	طلع	مفردطليعة			qalsadi-nouns
طلاب	طلب				qalsadi-nouns
طلاسة	طلس				qalsadi-nouns
طلاع	طلع	طلع			qalsadi-nouns
طلاع	طلع				qalsadi-nouns
طلاق	طلق				qalsadi-nouns
طلاقة	طلق				qalsadi-nouns
طلالة	طلل				qalsadi-nouns
طلاوة	طلو				qalsadi-nouns
طلب	طلب	طلبات			qalsadi-nouns
طلبة	طلب				qalsadi-nouns
طلبة	طلب	طلب			qalsadi-nouns
طلبية	طلب				qalsadi-nouns
طلة	طلل	طلل			qalsadi-nouns
طلة	طلل				qalsadi-nouns
طلح	طلح				qalsadi-nouns
طلس	طلس				qalsadi-nouns
طلس	طلس	اطلاس	طلوس		qalsadi-nouns
طلسم	طلسم	طلاسم			qalsadi-nouns
طلع	طلع				qalsadi-nouns
طلعة	طلع				qalsadi-nouns
طلق	طلق				qalsadi-nouns
طلل	طلل	اطلال	طلول		qalsadi-nouns
طلم	طلم				qalsadi-nouns
طلمة	طلم	طلم			qalsadi-nouns
طلوب	طلب	طلب			qalsadi-nouns
طلوع	طلع				qalsadi-nouns
طلي	طلي				qalsadi-nouns
طليس	طلس				qalsadi-nouns
طليعة	طلع	طلاءع			qalsadi-nouns
طليق	طلق	طلقاء			qalsadi-nouns
طليل	طلل	طلل	اطلة		qalsadi-nouns
طم	طمم				qalsadi-nouns
طماح	طمح				qalsadi-nouns
طماع	طمع				qalsadi-nouns
طماعة	طمع				qalsadi-nouns
طمانينة	طمن				qalsadi-nouns
طمر	طمر	اطمار			qalsadi-nouns
طمع	طمع	اطماع			qalsadi-nouns
طمع	طمع				qalsadi-nouns
طموح	طمح				qalsadi-nouns
طنان	طنن				qalsadi-nouns
طنانة	طنن				qalsadi-nouns
طنب	طنب	اطناب			qalsadi-nouns
طنف	طنف				qalsadi-nouns
طنفسة	طنفس	طنافس			qalsadi-nouns
طنين	طنن				qalsadi-nouns
طهارة	طهر				qalsadi-nouns
طهاوة	طهو				qalsadi-nouns
طهاية	طهو				qalsadi-nouns
طهر	طهر				qalsadi-nouns
طهرة	طهر				qalsadi-nouns
طهو	طهو				qalsadi-nouns
طهور	طهر				qalsadi-nouns
طهي	طهي				qalsadi-nouns
طهير	طهر				qalsadi-nouns
طوا	طوي				qalsadi-nouns
طوار	طور	اطورة			qalsadi-nouns
طوارف	طرف	مفردطارفة			qalsadi-nouns
طواعية	طوع				qalsadi-nouns
طواف	طوف				qalsadi-nouns
طوال	طول				qalsadi-nouns
طوب	طوب				qalsadi-nouns
طوباوي	طوب				qalsadi-nouns
طوباوية	طوب				qalsadi-nouns
طوبة	طوب	واحدةالطوب			qalsadi-nouns
طود	طود	اطواد			qalsadi-nouns
طور	طور	اطوار			qalsadi-nouns
طور	طور				qalsadi-nouns
طوس	طوس	اطواس			qalsadi-nouns
طوع	طوع				qalsadi-nouns
طوعي	طوع				qalsadi-nouns
طوف	طوف	اطواف			qalsadi-nouns
طوفان	طوف				qalsadi-nouns
طوق	طوق	اطواق			qalsadi-nouns
طول	طول				qalsadi-nouns
طولا	طول				qalsadi-nouns
طوي	طوي				qalsadi-nouns
طوية	طوي	طوايا			qalsadi-nouns
طوير	طير				qalsadi-nouns
طويل	طول	ات	طوال		qalsadi-nouns
طي	طوي				qalsadi-nouns
طيار	طير				qalsadi-nouns
طيارة	طير	ات			qalsadi-nouns
طياف	طيف				qalsadi-nouns
طيان	طين				qalsadi-nouns
طيانة	طين				qalsadi-nouns
طيب	طيب				qalsadi-nouns
طيبة	طيب				qalsadi-nouns
طية	طوي				qalsadi-nouns
طير	طير	طيور	اطيار		qalsadi-nouns
طيران	طير				qalsadi-nouns
طيرة	طير				qalsadi-nouns
طيش	طيش				qalsadi-nouns
طيع	طوع				qalsadi-nouns
طيف	طيف	اطياف			qalsadi-nouns
طين	طين				qalsadi-nouns
طينة	طين				qalsadi-nouns
ظافر	ظفر	ون	ات		qalsadi-nouns
ظالع	ظلع	ظلع	ظوالع		qalsadi-nouns
ظالم	ظلم	ظلام			qalsadi-nouns
ظامء	ظما	ظماء			qalsadi-nouns
ظاهر	ظهر	ظواهر			qalsadi-nouns
ظباة	ظبا				qalsadi-nouns
ظبي	ظبي	ظباء	ظبيات		qalsadi-nouns
ظر	ظرر	ظران	ظرار		qalsadi-nouns
ظرافة	ظرف				qalsadi-nouns
ظرب	ظرب	ظراب			qalsadi-nouns
ظرف	ظرف	ظروف			qalsadi-nouns
ظريف	ظرف	ظرفاء	ظراف	ظراءف	qalsadi-nouns
ظعينة	ظعن	ظعاءن	ظعن	اظعان	qalsadi-nouns
ظفر	ظفر				qalsadi-nouns
ظفرة	ظفر				qalsadi-nouns
ظل	ظلل	ظلال			qalsadi-nouns
ظلال	ظلل	مفردظل			qalsadi-nouns
ظلالة	ظلل				qalsadi-nouns
ظلام	ظلم				qalsadi-nouns
ظلة	ظلل	ظلل			qalsadi-nouns
ظلع	ظلع				qalsadi-nouns
ظلف	ظلف	اظلاف			qalsadi-nouns
ظلف	ظلف				qalsadi-nouns
ظلفة	ظلف				qalsadi-nouns
ظلم	ظلم				qalsadi-nouns
ظلماء	ظلم				qalsadi-nouns
ظلمة	ظلم				qalsadi-nouns
ظليف	ظلف				qalsadi-nouns
ظليل	ظلل				qalsadi-nouns
ظليم	ظلم				qalsadi-nouns
ظليمة	ظلم	ظلاءم			qalsadi-nouns
ظمء	ظما				qalsadi-nouns
ظمءن	ظما	ظمااظماء			qalsadi-nouns
ظما	ظما				qalsadi-nouns
ظماا	ظما				qalsadi-nouns
ظمياء	ظمي	ظما			qalsadi-nouns
ظن	ظنن	ظنون			qalsadi-nouns
ظنان	ظنن				qalsadi-nouns
ظنانة	ظنن				qalsadi-nouns
ظنة	ظنن	ظنن	ظناءن		qalsadi-nouns
ظنون	ظنن				qalsadi-nouns
ظنين	ظنن	اظناء			qalsadi-nouns
ظهارة	ظهر				qalsadi-nouns
ظهارة	ظهر	ظهاءر			qalsadi-nouns
ظهر	ظهر	اظهار			qalsadi-nouns
ظهر	ظهر	ظهور			qalsadi-nouns
ظهر	ظهر				qalsadi-nouns
ظهرة	ظهر				qalsadi-nouns
ظهور	ظهر				qalsadi-nouns
ظهير	ظهر	ظهاءر			qalsadi-nouns
ظهير	ظهر	للمذكروالمءنثوال			qalsadi-nouns
ظهيرة	ظهر	ظهاءرمءنثظهير			qalsadi-nouns
ظواهر	ظهر	مفردظاهرة			qalsadi-nouns
عاءب	عيب				qalsadi-nouns
عاءد	عود	ون	ات	عواءد	qalsadi-nouns
عاءز	عوز	ون	ات	عواءز	qalsadi-nouns
عاءش	عيش				qalsadi-nouns
عاءق	عوق	عواءق			qalsadi-nouns
عاءل	عول	عالة	عيل	عيلا	qalsadi-nouns
عاءم	عوم				qalsadi-nouns
عابء	عبا				qalsadi-nouns
عابث	عبث				qalsadi-nouns
عابد	عبد	ون	ات	عباد	qalsadi-nouns
عابر	عبر	ون	ات		qalsadi-nouns
عابس	عبس				qalsadi-nouns
عاتب	عتب				qalsadi-nouns
عاتق	عتق	عواتق	عتق		qalsadi-nouns
عاتم	عتم				qalsadi-nouns
عاتي	عتو	عتاة			qalsadi-nouns
عاثر	عثر	ون	ات	عواثر	qalsadi-nouns
عاج	عوج				qalsadi-nouns
عاجز	عجز	ون	ات	عواجز	qalsadi-nouns
عاجل	عجل				qalsadi-nouns
عادة	عود	عواءد			qalsadi-nouns
عادل	عدل				qalsadi-nouns
عادي	عدو	عداة	عواد		qalsadi-nouns
عادي	عود				qalsadi-nouns
عاذل	عذل	عذال	عواذل		qalsadi-nouns
عار	عير	اعيار			qalsadi-nouns
عارة	عور				qalsadi-nouns
عارض	عرض	عوارض			qalsadi-nouns
عارف	عرف	عوارف			qalsadi-nouns
عارم	عرم	عرمة			qalsadi-nouns
عاري	عري	عراة			qalsadi-nouns
عارية	عور	عوار			qalsadi-nouns
عازب	عزب	عزاب			qalsadi-nouns
عازف	عزف				qalsadi-nouns
عازل	عزل	عوازل			qalsadi-nouns
عازم	عزم				qalsadi-nouns
عاشب	عشب				qalsadi-nouns
عاشر	عشر	عشر	عواشر		qalsadi-nouns
عاشق	عشق	عشاق			qalsadi-nouns
عاشوراء	عشر				qalsadi-nouns
عاصب	عصب				qalsadi-nouns
عاصر	عصر	عواصر			qalsadi-nouns
عاصف	عصف	عواصف			qalsadi-nouns
عاصم	عصم				qalsadi-nouns
عاصمة	عصم	عواصم			qalsadi-nouns
عاصي	عصي	ون	عصاة		qalsadi-nouns
عاطر	عطر	عطر			qalsadi-nouns
عاطف	عطف	عطف	عطفة		qalsadi-nouns
عاطفة	عطف	عواطف			qalsadi-nouns
عاطل	عطل	عواطل			qalsadi-nouns
عافي	عفو	عفي	عفاة		qalsadi-nouns
عافية	عفي	رجلكثيرالعافية			qalsadi-nouns
عاق	عقق				qalsadi-nouns
عاقب	عقب				qalsadi-nouns
عاقبة	عقب	عواقب			qalsadi-nouns
عاقد	عقد				qalsadi-nouns
عاقر	عقر	عواقر	عقرمذ	مء	qalsadi-nouns
عاقل	عقل	عقلاء	عواقل		qalsadi-nouns
عاكس	عكس				qalsadi-nouns
عاكف	عكف	عكف			qalsadi-nouns
عال	عيل				qalsadi-nouns
