word_with_harakat	unvocalized	unmarked	root	kind	source
عَبَّسَ	عبس	عبس	عبس	صحيح	qutrub
عبس	عبس	عبس	عبس	derived	sarf-derivations
عَبَسٌ	عبس	عبس	عبس	Added	asmai-derivations
عَبَطَ	عبط	عبط	عبط	صحيح	qutrub
عَبَّقَ	عبق	عبق	عبق	صحيح	qutrub
عَبِلَ	عبل	عبل	عبل	صحيح	qutrub
عُبُودِيَّةٌ	عبودية	عبد	عبد	Added	asmai-derivations
عُبُورٌ	عبور	عبر	عبر	Added	asmai-derivations
عبوسا	عبوسا	عبوس	عبس	derived	sarf-derivations
عَتَّ	عت	عت	عت	صحيح	qutrub
عَتا	عتا	عتا	عتا	"ناقص واوي"	qutrub
عِتَابٌ	عتاب	عتب،	عتب،	Added	asmai-derivations
عَتَاهَةٌ	عتاهة	عته،	عته،	Added	asmai-derivations
عَتَّبَ	عتب	عتب	عتب	صحيح	qutrub
عتت	عتت	عتا	عتو	derived	sarf-derivations
عَتُدَ	عتد	عتد	عتد	صحيح	qutrub
عَتَرَ	عتر	عتر	عتر	صحيح	qutrub
عَتَّقَ	عتق	عتق	عتق	صحيح	qutrub
عِتْقٌ	عتق	عتق،	عتق،	Added	asmai-derivations
عَتَكَ	عتك	عتك	عتك	صحيح	qutrub
عَتِلَ	عتل	عتل	عتل	صحيح	qutrub
عتل	عتل	عتل	عتل	derived	sarf-derivations
عَتَّمَ	عتم	عتم	عتم	صحيح	qutrub
عَتِهَ	عته	عته	عته	صحيح	qutrub
عتو	عتو	عتو	عتو	derived	sarf-derivations
عتوا	عتوا	عتا	عتو	derived	sarf-derivations
عتيا	عتيا	عتيا		derived	sarf-derivations
عتيد	عتيد	عتيد	عتد	derived	sarf-derivations
عَثَّ	عث	عث	عث	صحيح	qutrub
عَثا	عثا	عثا	عثا	"ناقص واوي"	qutrub
عَثَّثَ	عثث	عثث	عثث	صحيح	qutrub
عَثَّرَ	عثر	عثر	عثر	صحيح	qutrub
عثر	عثر	عثر	عثر	derived	sarf-derivations
عَثِلَ	عثل	عثل	عثل	صحيح	qutrub
عَثَّمَ	عثم	عثم	عثم	صحيح	qutrub
عَثَّنَ	عثن	عثن	عثن	صحيح	qutrub
عَثِيَ	عثي	عثي	عثي	صحيح	qutrub
عَجَّ	عج	عج	عج	صحيح	qutrub
عَجَّى	عجا	عجا	عجا	ناقص	qutrub
عجاب	عجاب	عجاب	عجب	derived	sarf-derivations
عجاف	عجاف	عجفاء	عجف	derived	sarf-derivations
عَجَّبَ	عجب	عجب	عجب	صحيح	qutrub
عَجَبٌ	عجب	عجب	عجب	Added	asmai-derivations
عجبا	عجبا	عجب	عجب	derived	sarf-derivations
عجبت	عجبت	عجب		derived	sarf-derivations
عجبوا	عجبوا	عجب	عجب	derived	sarf-derivations
عَجَّجَ	عجج	عجج	عجج	صحيح	qutrub
عَجِرَ	عجر	عجر	عجر	صحيح	qutrub
عَجَّزَ	عجز	عجز	عجز	صحيح	qutrub
عَجْزٌ	عجز	عجز	عجز	Added	asmai-derivations
عَجَّفَ	عجف	عجف	عجف	صحيح	qutrub
عَجَّلَ	عجل	عجل	عجل	صحيح	qutrub
عجل	عجل	عجل	عجل	derived	sarf-derivations
عَجَلٌ	عجل	عجل	عجل	Added	asmai-derivations
عجلا	عجلا	عجل	عجل	derived	sarf-derivations
عَجَلَةٌ	عجلة	عجل	عجل	Added	asmai-derivations
عجلنا	عجلنا	عجل	عجل	derived	sarf-derivations
عَجَّمَ	عجم	عجم	عجم	صحيح	qutrub
عُجْمَةٌ	عجمة	عجم	عجم	Added	asmai-derivations
عَجَنَ	عجن	عجن	عجن	صحيح	qutrub
عجوز	عجوز	عجوز	عجز	derived	sarf-derivations
عجوزا	عجوزا	عجوز	عجز	derived	sarf-derivations
عجولا	عجولا	عجول	عجل	derived	sarf-derivations
عَجِيَ	عجي	عجي	عجي	صحيح	qutrub
عجيب	عجيب	عجيب	عجب	derived	sarf-derivations
عَدَّ	عد	عد	عد	صحيح	qutrub
عَدٌّ	عد	عد	عد	Added	asmai-derivations
عَدَّى	عدا	عدا	عدا	ناقص	qutrub
عدا	عدا	عدا	عدو	derived	sarf-derivations
عِدَاءٌ	عداء	عادا	عادا	Added	asmai-derivations
عَدَاءٌ	عداء	عدا	عدا	Added	asmai-derivations
عِدَادٌ	عداد	عاد	عاد	Added	asmai-derivations
عَدَالَةٌ	عدالة	عدل	عدل	Added	asmai-derivations
عداوة	عداوة	عداوة	عدو	derived	sarf-derivations
عدة	عدة	عدة	وعد	derived	sarf-derivations
عدتم	عدتم	عد	عود	derived	sarf-derivations
عدتهم	عدتهم	عدة	عدد	derived	sarf-derivations
عَدَّدَ	عدد	عدد	عدد	صحيح	qutrub
عدد	عدد	عدد	عدد	derived	sarf-derivations
عددا	عددا	عددا		derived	sarf-derivations
عَدَسَ	عدس	عدس	عدس	صحيح	qutrub
عَدَّلَ	عدل	عدل	عدل	صحيح	qutrub
عدل	عدل	عدل	عدل	derived	sarf-derivations
عَدْلٌ	عدل	عدل	عدل	Added	asmai-derivations
عَدِمَ	عدم	عدم	عدم	صحيح	qutrub
عَدَمٌ	عدم	عدم	عدم	Added	asmai-derivations
عَدَّنَ	عدن	عدن	عدن	صحيح	qutrub
عدن	عدن	عدن		derived	sarf-derivations
عدنا	عدنا	عدنا		derived	sarf-derivations
عدو	عدو	عدو	عدو	derived	sarf-derivations
عَدْوٌ	عدو	عدا	عدا	Added	asmai-derivations
عدوا	عدوا	عدوا		derived	sarf-derivations
عَدْوَى	عدوا	عدا	عدا	Added	asmai-derivations
عدوان	عدوان	عدوان	عدو	derived	sarf-derivations
عُدْوَانٌ	عدوان	عدا	عدا	Added	asmai-derivations
عدوانا	عدوانا	عدوان	عدو	derived	sarf-derivations
عدوكم	عدوكم	عدو	عدو	derived	sarf-derivations
عُدُولٌ	عدول	عدل	عدل	Added	asmai-derivations
عدوه	عدوه	عدو	عدو	derived	sarf-derivations
عدوهم	عدوهم	عدو	عدو	derived	sarf-derivations
عدوي	عدوي	عدو		derived	sarf-derivations
عَذا	عذا	عذا	عذا	"ناقص واوي"	qutrub
عذاب	عذاب	عذاب	عذب	derived	sarf-derivations
عذابا	عذابا	عذابا	عذب	derived	sarf-derivations
عذابه	عذابه	عذاب	عذب	derived	sarf-derivations
عذابها	عذابها	عذاب	عذب	derived	sarf-derivations
عذابهما	عذابهما	عذاب	عذب	derived	sarf-derivations
عذابي	عذابي	عذاب	عذب	derived	sarf-derivations
عَذَّبَ	عذب	عذب	عذب	صحيح	qutrub
عذب	عذب	عذب	عذب	derived	sarf-derivations
عَذْبٌ	عذب	عذب	عذب	Added	asmai-derivations
عذت	عذت	عذت		derived	sarf-derivations
عَذَّرَ	عذر	عذر	عذر	صحيح	qutrub
عذرا	عذرا	عذر	عذر	derived	sarf-derivations
عَذَفَ	عذف	عذف	عذف	صحيح	qutrub
عَذَّقَ	عذق	عذق	عذق	صحيح	qutrub
عَذْقٌ	عذق	عذق	عذق	Added	asmai-derivations
عَذَّلَ	عذل	عذل	عذل	صحيح	qutrub
عَذْلٌ	عذل	عذل	عذل	Added	asmai-derivations
عُذُوبَةٌ	عذوبة	عذب	عذب	Added	asmai-derivations
عَرَّ	عر	عر	عر	صحيح	qutrub
عَرٌّ	عر	عر	عر	Added	asmai-derivations
عَرَّى	عرا	عرا	عرا	ناقص	qutrub
عِرَاكٌ	عراك	عارك	عارك	Added	asmai-derivations
عَرَّبَ	عرب	عرب	عرب	صحيح	qutrub
عربا	عربا	عروب	عرب	derived	sarf-derivations
عَرْبَدَةٌ	عربدة	عربد	عربد	Added	asmai-derivations
عربي	عربي	عربي	عرب	derived	sarf-derivations
عربيا	عربيا	عربي	عرب	derived	sarf-derivations
عَرَّجَ	عرج	عرج	عرج	صحيح	qutrub
عَرَجٌ	عرج	عرج	عرج	Added	asmai-derivations
عَرَّدَ	عرد	عرد	عرد	صحيح	qutrub
عَرَّرَ	عرر	عرر	عرر	صحيح	qutrub
عَرَّسَ	عرس	عرس	عرس	صحيح	qutrub
عَرَّشَ	عرش	عرش	عرش	صحيح	qutrub
عرش	عرش	عرش	عرش	derived	sarf-derivations
عَرْشٌ	عرش	عرش	عرش	Added	asmai-derivations
عرشك	عرشك	عرش	عرش	derived	sarf-derivations
عرشه	عرشه	عرش	عرش	derived	sarf-derivations
عرشها	عرشها	عرش	عرش	derived	sarf-derivations
عَرَّصَ	عرص	عرص	عرص	صحيح	qutrub
عَرَّضَ	عرض	عرض	عرض	صحيح	qutrub
عرض	عرض	عرض	عرض	derived	sarf-derivations
عَرْضٌ	عرض	عرض	عرض	Added	asmai-derivations
عرضا	عرضا	عرض	عرض	derived	sarf-derivations
عرضة	عرضة	عرضة	عرض	derived	sarf-derivations
عرضتم	عرضتم	عرض	عرض	derived	sarf-derivations
عرضنا	عرضنا	عرض	عرض	derived	sarf-derivations
عرضها	عرضها	عرض	عرض	derived	sarf-derivations
عرضهم	عرضهم	عرض	عرض	derived	sarf-derivations
عَرَّفَ	عرف	عرف	عرف	صحيح	qutrub
عرف	عرف	عرف	عرف	derived	sarf-derivations
عَرْفٌ	عرف	عرف	عرف	Added	asmai-derivations
عرفا	عرفا	عرفا		derived	sarf-derivations
عرفات	عرفات	عرفات	عرف	derived	sarf-derivations
عِرْفَانٌ	عرفان	عرف	عرف	Added	asmai-derivations
عرفها	عرفها	عرف	عرف	derived	sarf-derivations
عرفوا	عرفوا	عرفوا	عرف	derived	sarf-derivations
عَرَّقَ	عرق	عرق	عرق	صحيح	qutrub
عَرَقٌ	عرق	عرق	عرق	Added	asmai-derivations
عَرْقَلَةٌ	عرقلة	عرقل	عرقل	Added	asmai-derivations
عَرِكَ	عرك	عرك	عرك	صحيح	qutrub
عَرَّمَ	عرم	عرم	عرم	صحيح	qutrub
عَرُنَ	عرن	عرن	عرن	صحيح	qutrub
عُرُوبَةٌ	عروبة	عرب	عرب	Added	asmai-derivations
عروشها	عروشها	عرش	عرش	derived	sarf-derivations
عُرْيٌ	عري	عري	عري	Added	asmai-derivations
عُرْيَانٌ	عريان	عري	عري	Subject	asmai-derivations
عريض	عريض	عريض	عرض	derived	sarf-derivations
عَزَّ	عز	عز	عز	صحيح	qutrub
عَزٌّ	عز	عز،	عز،	Added	asmai-derivations
عِزٌّ	عز	عز	عز	Added	asmai-derivations
عَزَّى	عزا	عزا	عزا	ناقص	qutrub
عزا	عزا	عز	عزز	derived	sarf-derivations
عَزَاءٌ	عزاء	عزي	عزي	Added	asmai-derivations
عَزَّبَ	عزب	عزب	عزب	صحيح	qutrub
عزة	عزة	عزة	عزز	derived	sarf-derivations
عِزَّةٌ	عزة	عز	عز	Added	asmai-derivations
عَزَّرَ	عزر	عزر	عزر	صحيح	qutrub
عَزَّزَ	عزز	عزز	عزز	صحيح	qutrub
عَزَّفَ	عزف	عزف	عزف	صحيح	qutrub
عَزْفٌ	عزف	عزف	عزف	Added	asmai-derivations
عَزِقَ	عزق	عزق	عزق	صحيح	qutrub
عَزَلَ	عزل	عزل	عزل	صحيح	qutrub
عزلت	عزلت	عزلت		derived	sarf-derivations
عَزَّمَ	عزم	عزم	عزم	صحيح	qutrub
عزم	عزم	عزم	عزم	derived	sarf-derivations
عَزْمٌ	عزم	عزم	عزم	Added	asmai-derivations
عزما	عزما	عزم	عزم	derived	sarf-derivations
عزمت	عزمت	عزمت	عزم	derived	sarf-derivations
عزموا	عزموا	عزموا	عزم	derived	sarf-derivations
عُزُوفٌ	عزوف	عزف	عزف	Added	asmai-derivations
عَزِيَ	عزي	عزي	عزي	صحيح	qutrub
عزير	عزير	عزير	عزير	derived	sarf-derivations
عزيز	عزيز	عزيز	عزز	derived	sarf-derivations
عزيزا	عزيزا	عزيز	عزز	derived	sarf-derivations
عَزِيفٌ	عزيف	عزف	عزف	Added	asmai-derivations
عَزِيمٌ	عزيم	عزم	عزم	Added	asmai-derivations
عَزِيمَةٌ	عزيمة	عزم	عزم	Added	asmai-derivations
عزين	عزين	عزين	عزو	derived	sarf-derivations
عَسَّ	عس	عس	عس	صحيح	qutrub
عَسَى	عسا	عسا	عسا	"ناقص يائي"	qutrub
عسى	عسا	عسا	عسي	derived	sarf-derivations
عَسَبَ	عسب	عسب	عسب	صحيح	qutrub
عَسَّرَ	عسر	عسر	عسر	صحيح	qutrub
عسر	عسر	عسر	عسر	derived	sarf-derivations
عُسْرٌ	عسر	عسر	عسر	Added	asmai-derivations
عسرا	عسرا	عسر	عسر	derived	sarf-derivations
عسرة	عسرة	عسرة	عسر	derived	sarf-derivations
عَسَسٌ	عسس	عس	عس	Added	asmai-derivations
عسعس	عسعس	عسعس	عسعس	derived	sarf-derivations
عَسَّفَ	عسف	عسف	عسف	صحيح	qutrub
عَسْفٌ	عسف	عسف	عسف	Added	asmai-derivations
عَسِقَ	عسق	عسق	عسق	صحيح	qutrub
عسق	عسق	عسق		derived	sarf-derivations
عَسَّلَ	عسل	عسل	عسل	صحيح	qutrub
عسل	عسل	عسل		derived	sarf-derivations
عَسِمَ	عسم	عسم	عسم	صحيح	qutrub
عَسِيَ	عسي	عسي	عسي	صحيح	qutrub
عسيتم	عسيتم	عسا	عسي	derived	sarf-derivations
عسير	عسير	عسير	عسر	derived	sarf-derivations
عسيرا	عسيرا	عسير	عسر	derived	sarf-derivations
عَشَّ	عش	عش	عش	صحيح	qutrub
عَشٌّ	عش	عش	عش	Added	asmai-derivations
عَشَّى	عشا	عشا	عشا	ناقص	qutrub
عشاء	عشاء	عشاء	غشو	derived	sarf-derivations
عَشَّبَ	عشب	عشب	عشب	صحيح	qutrub
عَشَّرَ	عشر	عشر	عشر	صحيح	qutrub
عشر	عشر	عشرة	عشر	derived	sarf-derivations
عُشْرٌ	عشر	عشر	عشر	Added	asmai-derivations
عشرا	عشرا	عشرا		derived	sarf-derivations
عشرة	عشرة	عشرة	عشر	derived	sarf-derivations
عشرون	عشرون	عشرون	عشر	derived	sarf-derivations
عَشَّشَ	عشش	عشش	عشش	صحيح	qutrub
عَشَّقَ	عشق	عشق	عشق	صحيح	qutrub
عِشْقٌ	عشق	عشق	عشق	Added	asmai-derivations
عَشِمَ	عشم	عشم	عشم	صحيح	qutrub
عَشِيَ	عشي	عشي	عشي	صحيح	qutrub
عشية	عشية	عشية	عشو	derived	sarf-derivations
عشيرتك	عشيرتك	عشيرة	عشر	derived	sarf-derivations
عشيرتهم	عشيرتهم	عشيرة	عشر	derived	sarf-derivations
عَصَى	عصا	عصا	عصا	"ناقص يائي"	qutrub
عصاك	عصاك	عصا	عصو	derived	sarf-derivations
عصاني	عصاني	عصا	عصو	derived	sarf-derivations
عصاه	عصاه	عصا	عصو	derived	sarf-derivations
عصاي	عصاي	عصا	عصي	derived	sarf-derivations
عَصَّبَ	عصب	عصب	عصب	صحيح	qutrub
عَصَبٌ	عصب	عصب	عصب	Added	asmai-derivations
عصبة	عصبة	عصبة	عصب	derived	sarf-derivations
عَصَدَ	عصد	عصد	عصد	صحيح	qutrub
عَصَّرَ	عصر	عصر	عصر	صحيح	qutrub
عَصَفَ	عصف	عصف	عصف	صحيح	qutrub
عَصْفٌ	عصف	عصف	عصف	Added	asmai-derivations
عصفا	عصفا	عصف	عصف	derived	sarf-derivations
عَصَّلَ	عصل	عصل	عصل	صحيح	qutrub
عصِمَ	عصم	عصم	عصم	صحيح	qutrub
عصوا	عصوا	عصا	عصي	derived	sarf-derivations
عصوك	عصوك	عصا	عصو	derived	sarf-derivations
عصوني	عصوني	عصا	عصو	derived	sarf-derivations
عَصِيَ	عصي	عصي	عصي	صحيح	qutrub
عصيا	عصيا	عصي	عصو	derived	sarf-derivations
عِصْيَانٌ	عصيان	عصا	عصا	Added	asmai-derivations
عصيب	عصيب	عصيب		derived	sarf-derivations
عصيت	عصيت	عصا	عصي	derived	sarf-derivations
عصيته	عصيته	عصا	عصو	derived	sarf-derivations
عَضَّ	عض	عض	عض	صحيح	qutrub
عَضَّى	عضا	عضا	عضا	ناقص	qutrub
عَضِبَ	عضب	عضب	عضب	صحيح	qutrub
عَضِدَ	عضد	عضد	عضد	صحيح	qutrub
عضدا	عضدا	عضد	عضد	derived	sarf-derivations
عضدك	عضدك	عضد	عضد	derived	sarf-derivations
عَضَّضَ	عضض	عضض	عضض	صحيح	qutrub
عَضَّلَ	عضل	عضل	عضل	صحيح	qutrub
عَضَّهَ	عضه	عضه	عضه	صحيح	qutrub
عضوا	عضوا	عض	عضض	derived	sarf-derivations
عُضْوِيَّةٌ	عضوية	صناعي	صناعي	Added	asmai-derivations
عضين	عضين	عضين	عضض	derived	sarf-derivations
عَطَّ	عط	عط	عط	صحيح	qutrub
عَطَّى	عطا	عطا	عطا	ناقص	qutrub
عطاء	عطاء	عطاء	عطو	derived	sarf-derivations
عطاؤنا	عطاءنا	عطاء	عطو	derived	sarf-derivations
عَطَّبَ	عطب	عطب	عطب	صحيح	qutrub
عَطَّرَ	عطر	عطر	عطر	صحيح	qutrub
عَطَّسَ	عطس	عطس	عطس	صحيح	qutrub
عَطَّشَ	عطش	عطش	عطش	صحيح	qutrub
عَطَشٌ	عطش	عطش	عطش	Added	asmai-derivations
عَطَّطَ	عطط	عطط	عطط	صحيح	qutrub
عَطَّفَ	عطف	عطف	عطف	صحيح	qutrub
عَطْفٌ	عطف	عطف	عطف	Added	asmai-derivations
عطفه	عطفه	عطف	عطف	derived	sarf-derivations
عَطَّلَ	عطل	عطل	عطل	صحيح	qutrub
عطلت	عطلت	عطلت	عطل	derived	sarf-derivations
عَطَّنَ	عطن	عطن	عطن	صحيح	qutrub
عَظَّ	عظ	عظ	عظ	صحيح	qutrub
عَظَى	عظا	عظا	عظا	"ناقص يائي"	qutrub
عظاما	عظاما	عظاما		derived	sarf-derivations
عظامه	عظامه	عظم	عظم	derived	sarf-derivations
عِظَةٌ	عظة	وعظ	وعظ	Added	asmai-derivations
عَظَرَ	عظر	عظر	عظر	صحيح	qutrub
عَظَّلَ	عظل	عظل	عظل	صحيح	qutrub
عَظَّمَ	عظم	عظم	عظم	صحيح	qutrub
عِظَمٌ	عظم	عظم	عظم	Added	asmai-derivations
عَظْمَةٌ	عظمة	عظم	عظم	Added	asmai-derivations
عظيم	عظيم	عظيم	عظم	derived	sarf-derivations
عظيما	عظيما	عظيم	عظم	derived	sarf-derivations
عَفَّ	عف	عف	عف	صحيح	qutrub
عَفٌّ	عف	عف	عف	Added	asmai-derivations
عَفَّى	عفا	عفا	عفا	ناقص	qutrub
عفا	عفا	عفا	عفو	derived	sarf-derivations
عِفَاءٌ	عفاء	عافا	عافا	Added	asmai-derivations
عَفَاءٌ	عفاء	عفا	عفا	Added	asmai-derivations
عَفَافٌ	عفاف	عف	عف	Added	asmai-derivations
عِفَّةٌ	عفة	عف	عف	Added	asmai-derivations
عَفِتَ	عفت	عفت	عفت	صحيح	qutrub
عَفِجَ	عفج	عفج	عفج	صحيح	qutrub
عَفَدَ	عفد	عفد	عفد	صحيح	qutrub
عَفَّرَ	عفر	عفر	عفر	صحيح	qutrub
عَفَرٌ	عفر	عفر	عفر	Added	asmai-derivations
عفريت	عفريت	عفريت	عفرت	derived	sarf-derivations
عَفَسَ	عفس	عفس	عفس	صحيح	qutrub
عَفَشَ	عفش	عفش	عفش	صحيح	qutrub
عَفَّصَ	عفص	عفص	عفص	صحيح	qutrub
عَفَطَ	عفط	عفط	عفط	صحيح	qutrub
عَفَّفَ	عفف	عفف	عفف	صحيح	qutrub
عَفَّقَ	عفق	عفق	عفق	صحيح	qutrub
عَفِكَ	عفك	عفك	عفك	صحيح	qutrub
عَفَّلَ	عفل	عفل	عفل	صحيح	qutrub
عَفَّنَ	عفن	عفن	عفن	صحيح	qutrub
عَفَنٌ	عفن	عفن	عفن	Added	asmai-derivations
عَفْوٌ	عفو	عفا	عفا	Added	asmai-derivations
عفوا	عفوا	عفو	عفو	derived	sarf-derivations
عفونا	عفونا	عفا	عفو	derived	sarf-derivations
عُفُونَةٌ	عفونة	عفن	عفن	Added	asmai-derivations
عفي	عفي	عفا	عفو	derived	sarf-derivations
عَقَّ	عق	عق	عق	صحيح	qutrub
عَقٌّ	عق	عق	عق	Added	asmai-derivations
عَقَّى	عقا	عقا	عقا	ناقص	qutrub
عقاب	عقاب	عقاب	عقب	derived	sarf-derivations
عِقَابٌ	عقاب	عاقب	عاقب	Added	asmai-derivations
عَقَارٌ	عقار	عقر	عقر	Added	asmai-derivations
عَقَّبَ	عقب	عقب	عقب	صحيح	qutrub
عَقْبٌ	عقب	عقب	عقب	Added	asmai-derivations
