singular	plural	source
فاسق	فساق	qalsadi-nouns
فاسق	فواسق	qalsadi-nouns
فاصل	ون	qalsadi-nouns
فاصل	ات	qalsadi-nouns
فاصل	فواصل	qalsadi-nouns
فاضح	ون	qalsadi-nouns
فاضح	ات	qalsadi-nouns
فاضل	فضلاء	qalsadi-nouns
فاطر	ون	qalsadi-nouns
فاطر	ات	qalsadi-nouns
فاطن	ون	qalsadi-nouns
فاطن	ات	qalsadi-nouns
فاعل	فواعل	qalsadi-nouns
فاغر	ون	qalsadi-nouns
فاغر	ات	qalsadi-nouns
فاقد	ون	qalsadi-nouns
فاقد	ات	qalsadi-nouns
فاقع	فواقع	qalsadi-nouns
فاقعة	فواقع	qalsadi-nouns
فاكه	فكهة	qalsadi-nouns
فاكهة	فواكه	qalsadi-nouns
فال	فءول	qalsadi-nouns
فال	افءل	qalsadi-nouns
فالج	فوالج	qalsadi-nouns
فالك	فوالك	qalsadi-nouns
فانوس	فوانيس	qalsadi-nouns
فاه	افواه	qalsadi-nouns
فتا	فتيان	qalsadi-nouns
فتا	فتيةمثنافتوا	qalsadi-nouns
فتاة	فتياتمءنثفتا	qalsadi-nouns
فتح	فتوح	qalsadi-nouns
فتح	فتوحات	qalsadi-nouns
فتحة	فتح	qalsadi-nouns
فتر	افتار	qalsadi-nouns
فترة	ات	qalsadi-nouns
فتق	فتوق	qalsadi-nouns
فتنة	فتن	qalsadi-nouns
فتوا	فتاو	qalsadi-nouns
فتوا	الفتاوي	qalsadi-nouns
فتوا	فتاوا	qalsadi-nouns
فتي	فتاء	qalsadi-nouns
فتي	افتاء	qalsadi-nouns
فتيتة	فتاءت	qalsadi-nouns
فتيل	فتاءل	qalsadi-nouns
فج	فجاج	qalsadi-nouns
فجيعة	فجاءعفواجع	qalsadi-nouns
فحص	فحوص	qalsadi-nouns
فحل	فحول	qalsadi-nouns
فحمة	فحوم	qalsadi-nouns
فحمة	فحام	qalsadi-nouns
فحوا	فحاو	qalsadi-nouns
فحوا	الفحاوي	qalsadi-nouns
فحول	مفردفحل	qalsadi-nouns
فخ	فخاخ	qalsadi-nouns
فخ	فخوخ	qalsadi-nouns
فخارة	فخار	qalsadi-nouns
فخذ	افخاذمء	qalsadi-nouns
فخور	ون	qalsadi-nouns
فخور	ات	qalsadi-nouns
فداء	افدية	qalsadi-nouns
فدام	فدوم	qalsadi-nouns
فدان	فدن	qalsadi-nouns
فدان	افدنة	qalsadi-nouns
فدان	فدادين	qalsadi-nouns
فدم	فدام	qalsadi-nouns
فدية	فدا	qalsadi-nouns
فذ	افذاذ	qalsadi-nouns
فراء	فرو	qalsadi-nouns
فرات	مثنافراتانالفراتان	qalsadi-nouns
فراش	افرشة	qalsadi-nouns
فراش	فرش	qalsadi-nouns
فرجار	فراجير	qalsadi-nouns
فرجة	فرج	qalsadi-nouns
فرحان	فرحا	qalsadi-nouns
فرحان	فراحا	qalsadi-nouns
فرحان	مءفرحا	qalsadi-nouns
فرخ	افراخ	qalsadi-nouns
فرخ	فراخ	qalsadi-nouns
فرد	افراد	qalsadi-nouns
فرد	فراد	qalsadi-nouns
فرد	فرادا	qalsadi-nouns
فردوس	فراديسمذ	qalsadi-nouns
فردوس	مء	qalsadi-nouns
فرزان	فرازين	qalsadi-nouns
فرس	فروس	qalsadi-nouns
فرس	فرساتمء	qalsadi-nouns
فرس	مذ	qalsadi-nouns
فرسخ	فراسخ	qalsadi-nouns
فرش	فروش	qalsadi-nouns
فرشة	فروش	qalsadi-nouns
فرصة	فرص	qalsadi-nouns
فرض	فروض	qalsadi-nouns
فرضة	فرض	qalsadi-nouns
فرضة	فراض	qalsadi-nouns
فرط	افرط	qalsadi-nouns
فرط	افراط	qalsadi-nouns
فرطوسة	فراطيس	qalsadi-nouns
فرع	فروع	qalsadi-nouns
فرعون	فراعنة	qalsadi-nouns
فرفور	فرافير	qalsadi-nouns
فرق	فروق	qalsadi-nouns
فرقة	فرق	qalsadi-nouns
فرقد	فراقد	qalsadi-nouns
فرملة	فرامل	qalsadi-nouns
فرن	افران	qalsadi-nouns
فرند	فراند	qalsadi-nouns
فرنك	فرنكات	qalsadi-nouns
فرو	فراء	qalsadi-nouns
فروج	فراريج	qalsadi-nouns
فرية	فرا	qalsadi-nouns
فريد	فراءد	qalsadi-nouns
فريس	فرسامذ	qalsadi-nouns
فريس	مء	qalsadi-nouns
فريسة	فراءس	qalsadi-nouns
فريش	فراءش	qalsadi-nouns
فريصة	فراءص	qalsadi-nouns
فريضة	فراءض	qalsadi-nouns
فريغ	فراغ	qalsadi-nouns
فريق	فرقاء	qalsadi-nouns
فريق	افرقة	qalsadi-nouns
فز	افزاز	qalsadi-nouns
فزرة	فزر	qalsadi-nouns
فستان	فساتين	qalsadi-nouns
فسحة	فسح	qalsadi-nouns
فسطاط	فساطيط	qalsadi-nouns
فسقية	فساقي	qalsadi-nouns
فسل	افسل	qalsadi-nouns
فسل	افسال	qalsadi-nouns
فسيلة	فساءل	qalsadi-nouns
فش	فشاش	qalsadi-nouns
فص	فصوص	qalsadi-nouns
فصفصة	فصافص	qalsadi-nouns
فصل	فصول	qalsadi-nouns
فصيح	فصح	qalsadi-nouns
فصيح	فصحاء	qalsadi-nouns
فصيل	فصال	qalsadi-nouns
فصيل	فصلان	qalsadi-nouns
فصيلة	فصاءل	qalsadi-nouns
فضاء	افضية	qalsadi-nouns
فضل	افضال	qalsadi-nouns
فضيحة	فضاءح	qalsadi-nouns
فضيل	فضلاء	qalsadi-nouns
فضيلة	فضاءل	qalsadi-nouns
فطحل	فطاحل	qalsadi-nouns
فطرة	فطر	qalsadi-nouns
فطساء	مءنثافطس	qalsadi-nouns
فطنة	فطن	qalsadi-nouns
فطيرة	فطاءر	qalsadi-nouns
فطيم	فطممفعول	qalsadi-nouns
فطين	فطن	qalsadi-nouns
فطين	فطناء	qalsadi-nouns
فظ	افظاظ	qalsadi-nouns
فظاءع	مفردفظاعة	qalsadi-nouns
فظاعة	فظاءع	qalsadi-nouns
فظيع	مءفظيعةجفظاع	qalsadi-nouns
فعال	فعل	qalsadi-nouns
فعل	افعال	qalsadi-nouns
فعل	افاعيل	qalsadi-nouns
فقارة	فقار	qalsadi-nouns
فقاعة	فقاقيع	qalsadi-nouns
فقاقيع	مفردفقاعة	qalsadi-nouns
فقرة	فقر	qalsadi-nouns
فقمة	فقم	qalsadi-nouns
فقيد	مفعول	qalsadi-nouns
فقير	فقراءجفقراء	qalsadi-nouns
فقير	وفقر	qalsadi-nouns
فقيه	فقهاء	qalsadi-nouns
فك	فكوك	qalsadi-nouns
فكر	افكار	qalsadi-nouns
فكرة	فكر	qalsadi-nouns
فل	فلول	qalsadi-nouns
فلاة	فلوات	qalsadi-nouns
فلاة	فلا	qalsadi-nouns
فلح	فلوح	qalsadi-nouns
فلذة	فلذ	qalsadi-nouns
فلذة	افلاذ	qalsadi-nouns
فلس	فلوس	qalsadi-nouns
فلفل	فلافل	qalsadi-nouns
فلق	افلاق	qalsadi-nouns
فلق	فلوق	qalsadi-nouns
فلقة	فلق	qalsadi-nouns
فلك	افلاك	qalsadi-nouns
فلكة	فلك	qalsadi-nouns
فلم	افلام	qalsadi-nouns
فلوس	مفردفلس	qalsadi-nouns
فم	افمام	qalsadi-nouns
فم	افواه	qalsadi-nouns
فن	افنان	qalsadi-nouns
فن	فنون	qalsadi-nouns
فن	افانين	qalsadi-nouns
فناء	افنية	qalsadi-nouns
فنجان	فناجين	qalsadi-nouns
فند	فنود	qalsadi-nouns
فند	افناد	qalsadi-nouns
فندق	فنادق	qalsadi-nouns
فنن	افنان	qalsadi-nouns
فنن	افانين	qalsadi-nouns
فنون	مفردفن	qalsadi-nouns
فنيك	فنك	qalsadi-nouns
فهد	فهود	qalsadi-nouns
فهد	افهد	qalsadi-nouns
فهرس	فهارس	qalsadi-nouns
فهرست	فهارس	qalsadi-nouns
فهم	افهام	qalsadi-nouns
فهيم	فهماء	qalsadi-nouns
فوج	افواج	qalsadi-nouns
فود	افواد	qalsadi-nouns
فوطة	فوط	qalsadi-nouns
فوق	افواق	qalsadi-nouns
فوقة	فوق	qalsadi-nouns
فولاذ	فوالذ	qalsadi-nouns
فوه	افواه	qalsadi-nouns
فيش	افياش	qalsadi-nouns
فيصل	فياصل	qalsadi-nouns
فيفاء	فياف	qalsadi-nouns
فيفاء	الفيافي	qalsadi-nouns
فيقة	فيق	qalsadi-nouns
فيقة	افواق	qalsadi-nouns
فيقة	افاو	qalsadi-nouns
فيل	افيال	qalsadi-nouns
فيل	فيلة	qalsadi-nouns
فيلجة	فيالج	qalsadi-nouns
فيلسوف	فلاسفة	qalsadi-nouns
فيلق	فيالق	qalsadi-nouns
فيهق	فياهق	qalsadi-nouns
قاءد	ون	qalsadi-nouns
قاءد	ات	qalsadi-nouns
قاءد	قادة	qalsadi-nouns
قاءد	قواد	qalsadi-nouns
قاءم	قوام	qalsadi-nouns
قاءم	قوم	qalsadi-nouns
قاءمة	قواءم	qalsadi-nouns
قاب	اقواب	qalsadi-nouns
قابل	قبلة	qalsadi-nouns
قابل	قوابل	qalsadi-nouns
قاتل	قتلة	qalsadi-nouns
قاتم	قواتم	qalsadi-nouns
قاحط	قواحط	qalsadi-nouns
قادر	ون	qalsadi-nouns
قادر	ات	qalsadi-nouns
قادم	قوادم	qalsadi-nouns
قادم	قدام	qalsadi-nouns
قادوس	قواديس	qalsadi-nouns
قاذف	قواذف	qalsadi-nouns
قار	ون	qalsadi-nouns
قار	ات	qalsadi-nouns
قارب	قوارب	qalsadi-nouns
قارة	ات	qalsadi-nouns
قارح	قوارح	qalsadi-nouns
قارح	قرح	qalsadi-nouns
قارص	ون	qalsadi-nouns
قارص	ات	qalsadi-nouns
قارص	قوارص	qalsadi-nouns
قارض	ون	qalsadi-nouns
قارض	ات	qalsadi-nouns
قارض	قوارض	qalsadi-nouns
قارورة	قوارير	qalsadi-nouns
قاري	قراة	qalsadi-nouns
قاري	قوار	qalsadi-nouns
قاري	القواري	qalsadi-nouns
قاسط	قساط	qalsadi-nouns
قاسم	قواسم	qalsadi-nouns
قاسي	اون	qalsadi-nouns
قاسي	قساة	qalsadi-nouns
قاصد	ون	qalsadi-nouns
قاصد	ات	qalsadi-nouns
قاصد	قواصد	qalsadi-nouns
قاصر	ون	qalsadi-nouns
قاصر	ات	qalsadi-nouns
قاصف	ون	qalsadi-nouns
قاصف	ات	qalsadi-nouns
قاصم	ون	qalsadi-nouns
قاصم	ات	qalsadi-nouns
قاصم	قواصم	qalsadi-nouns
قاضب	قواضب	qalsadi-nouns
قاضم	ون	qalsadi-nouns
قاضم	ات	qalsadi-nouns
قاضم	قواضم	qalsadi-nouns
قاضي	ون	qalsadi-nouns
قاضي	قضاة	qalsadi-nouns
قاطر	قطرة	qalsadi-nouns
قاطر	قطار	qalsadi-nouns
قاطر	قواطر	qalsadi-nouns
قاطع	ون	qalsadi-nouns
قاطع	ات	qalsadi-nouns
قاطع	قواطع	qalsadi-nouns
قاطن	قطان	qalsadi-nouns
قاع	قيعان	qalsadi-nouns
قاعد	ات	qalsadi-nouns
قاعد	قعود	qalsadi-nouns
قاعد	قواعد	qalsadi-nouns
قافزة	قوافز	qalsadi-nouns
قافل	قفال	qalsadi-nouns
قافلة	قوافل	qalsadi-nouns
قافية	قواف	qalsadi-nouns
قافية	القوافي	qalsadi-nouns
قالب	ون	qalsadi-nouns
قالب	ات	qalsadi-nouns
قالب	قوالب	qalsadi-nouns
قاموس	قواميس	qalsadi-nouns
قانت	قنت	qalsadi-nouns
قانط	ون	qalsadi-nouns
قانط	ات	qalsadi-nouns
قانع	قنع	qalsadi-nouns
قانون	قوانين	qalsadi-nouns
قاهر	ون	qalsadi-nouns
قاهر	ات	qalsadi-nouns
قاهر	قواهر	qalsadi-nouns
قاووق	قواويق	qalsadi-nouns
قب	اقباب	qalsadi-nouns
قباء	اقبية	qalsadi-nouns
قبة	قباب	qalsadi-nouns
قبة	قبب	qalsadi-nouns
قبر	قبور	qalsadi-nouns
قبس	اقباس	qalsadi-nouns
قبط	اقباط	qalsadi-nouns
قبقاب	قباقيب	qalsadi-nouns
قبل	اقبال	qalsadi-nouns
قبو	اقباء	qalsadi-nouns
قبيح	قباح	qalsadi-nouns
قبيح	قباءحجقباحوق	qalsadi-nouns
قبيعة	قباءع	qalsadi-nouns
قبيلة	قباءل	qalsadi-nouns
قتل	اقتال	qalsadi-nouns
قتيل	قتلا	qalsadi-nouns
قتيل	قتلاءلايجوزجمعم	qalsadi-nouns
قح	اقحاح	qalsadi-nouns
قحب	قحاب	qalsadi-nouns
قحبة	قحاب	qalsadi-nouns
قحف	اقحاف	qalsadi-nouns
قد	قدود	qalsadi-nouns
قد	قداد	qalsadi-nouns
قداس	قداديس	qalsadi-nouns
قدام	مءنثةوقدتذكر	qalsadi-nouns
قدام	قداما	qalsadi-nouns
قدة	قدد	qalsadi-nouns
قدح	اقداح	qalsadi-nouns
قدر	قدور	qalsadi-nouns
قدر	اقدار	qalsadi-nouns
قدم	اقداممءنثةوقدت	qalsadi-nouns
قدوم	قداءممء	qalsadi-nouns
قدوم	قدم	qalsadi-nouns
قديم	نقدماء	qalsadi-nouns
قديم	قداما	qalsadi-nouns
قديم	قداء	qalsadi-nouns
قذا	قذي	qalsadi-nouns
قذا	اقذاء	qalsadi-nouns
قذال	قذل	qalsadi-nouns
قذال	اقذلة	qalsadi-nouns
قذة	قذذ	qalsadi-nouns
قذة	قذاذ	qalsadi-nouns
قذر	اقذار	qalsadi-nouns
قذيفة	قذاءفعسك	qalsadi-nouns
قراب	قرب	qalsadi-nouns
قراب	اقربة	qalsadi-nouns
قراح	اقرحة	qalsadi-nouns
قراد	قردان	qalsadi-nouns
قراص	قراريص	qalsadi-nouns
قربان	قرابين	qalsadi-nouns
قربة	قرب	qalsadi-nouns
قرح	قروح	qalsadi-nouns
قرحة	قروح	qalsadi-nouns
قرد	قرود	qalsadi-nouns
قرد	قردةانثاهقر	qalsadi-nouns
قرش	قروش	qalsadi-nouns
قرص	اقراص	qalsadi-nouns
قرصان	قراصنة	qalsadi-nouns
قرصة	قرص	qalsadi-nouns
قرض	قروض	qalsadi-nouns
قرط	اقراط	qalsadi-nouns
قرطاس	قراطيس	qalsadi-nouns
قرع	قرعة	qalsadi-nouns
قرعاء	قرعمءنثاقرع	qalsadi-nouns
قرميد	قراميد	qalsadi-nouns
قرن	اقران	qalsadi-nouns
قرن	قرون	qalsadi-nouns
قرنة	قرن	qalsadi-nouns
قريب	اقرباء	qalsadi-nouns
قريب	قرابا	qalsadi-nouns
قريب	قراء	qalsadi-nouns
قرية	قرا	qalsadi-nouns
قريح	قرحا	qalsadi-nouns
قريحة	قراءح	qalsadi-nouns
قرين	قرناء	qalsadi-nouns
قرين	قراءنالقرينة	qalsadi-nouns
قز	قزوز	qalsadi-nouns
قزحة	قزح	qalsadi-nouns
قزم	اقزام	qalsadi-nouns
قزم	قزاما	qalsadi-nouns
قزمة	اقزام	qalsadi-nouns
قزمة	قزم	qalsadi-nouns
قزمة	قزاما	qalsadi-nouns
قس	قسوس	qalsadi-nouns
قسط	اقساط	qalsadi-nouns
قسطل	قساطل	qalsadi-nouns
قسم	اقسام	qalsadi-nouns
قسمة	قسم	qalsadi-nouns
قسي	قسيان	qalsadi-nouns
قسيس	قساوسة	qalsadi-nouns
قسيم	قساءم	qalsadi-nouns
قش	قشوش	qalsadi-nouns
قشب	اقشاب	qalsadi-nouns
قشة	واحدةالقش	qalsadi-nouns
قشر	قشور	qalsadi-nouns
قشرة	واحدةقشر	qalsadi-nouns
قشيب	قشب	qalsadi-nouns
قصبة	واحدةالقصب	qalsadi-nouns
قصة	قصص	qalsadi-nouns
قصة	قصاص	qalsadi-nouns
قصر	قصور	qalsadi-nouns
قصرة	قصر	qalsadi-nouns
قصرة	اقصار	qalsadi-nouns
قصعة	قصع	qalsadi-nouns
قصعة	قصاع	qalsadi-nouns
قصوا	مءنثاقصا	qalsadi-nouns
قصي	اقصاء	qalsadi-nouns
قصي	قصايا	qalsadi-nouns
قصيب	قصاءب	qalsadi-nouns
قصيد	قصاءد	qalsadi-nouns
قصير	قصار	qalsadi-nouns
قصيل	قصلان	qalsadi-nouns
قضاء	اقضية	qalsadi-nouns
قضة	واحدةقضاض	qalsadi-nouns
قضيب	قضبان	qalsadi-nouns
قضية	قضايا	qalsadi-nouns
قط	قطط	qalsadi-nouns
قطاة	قطا	qalsadi-nouns
قطار	قطر	qalsadi-nouns
قطب	اقطاب	qalsadi-nouns
قطر	اقطار	qalsadi-nouns
قطر	قطار	qalsadi-nouns
قطرب	قطارب	qalsadi-nouns
قطط	اقطاط	qalsadi-nouns
قطعة	قطع	qalsadi-nouns
قطف	قطاف	qalsadi-nouns
قطف	قطوف	qalsadi-nouns
قطمير	قطامير	qalsadi-nouns
قطن	اقطان	qalsadi-nouns
قطيع	قطعان	qalsadi-nouns
قطيع	قطاع	qalsadi-nouns
قطيعة	قطاءع	qalsadi-nouns
قطيفة	قطاءف	qalsadi-nouns
قطيفة	قطف	qalsadi-nouns
قعقعة	قعاقع	qalsadi-nouns
قعيد	قعداء	qalsadi-nouns
قعيد	قعاءد	qalsadi-nouns
قفا	اقفية	qalsadi-nouns
قفا	اقفاءمذكر	qalsadi-nouns
قفاز	قفافيزالمثناقفاز	qalsadi-nouns
قفة	قفف	qalsadi-nouns
قفر	قفار	qalsadi-nouns
قفرة	ات	qalsadi-nouns
قفص	اقفاص	qalsadi-nouns
قفل	اقفال	qalsadi-nouns
قلادة	قلاءد	qalsadi-nouns
قلادة	قلاد	qalsadi-nouns
قلاع	قلع	qalsadi-nouns
قلب	قلوب	qalsadi-nouns
قلة	قلل	qalsadi-nouns
قلة	قلال	qalsadi-nouns
قلس	قلوس	qalsadi-nouns
قلع	قلاع	qalsadi-nouns
قلع	قلوع	qalsadi-nouns
قلعة	قلاع	qalsadi-nouns
قلعة	قلوع	qalsadi-nouns
قلم	اقلام	qalsadi-nouns
قلنسوة	ات	qalsadi-nouns
قلنسوة	قلانس	qalsadi-nouns
قلوب	مفردقلب	qalsadi-nouns
قلية	قلايا	qalsadi-nouns
قليل	قلاءل	qalsadi-nouns
قماش	اقمشة	qalsadi-nouns
قماط	قمط	qalsadi-nouns
قمامة	قمام	qalsadi-nouns
قمة	قمم	qalsadi-nouns
قمر	اقمار	qalsadi-nouns
قمري	قمر	qalsadi-nouns
قمري	قماري	qalsadi-nouns
قمط	اقماط	qalsadi-nouns
قمطر	قماطر	qalsadi-nouns
قمع	اقماع	qalsadi-nouns
قمعة	قمع	qalsadi-nouns
قملة	قمل	qalsadi-nouns
قميص	اقمصة	qalsadi-nouns
قميص	قمصان	qalsadi-nouns
قمين	قمناء	qalsadi-nouns
قمين	قماءن	qalsadi-nouns
قناة	قنوات	qalsadi-nouns
قناع	اقنعة	qalsadi-nouns
قنبرة	قنابر	qalsadi-nouns
قنبلة	قنابل	qalsadi-nouns
قنة	قنن	qalsadi-nouns
قنة	قنان	qalsadi-nouns
قنديل	قناديل	qalsadi-nouns
قنزعة	قنازع	qalsadi-nouns
قنصل	قناصل	qalsadi-nouns
قنطار	قناطير	qalsadi-nouns
قنطرة	قناطر	qalsadi-nouns
قنفذ	قنافذ	qalsadi-nouns
قنو	اقناء	qalsadi-nouns
قنو	قنوان	qalsadi-nouns
قنينة	قناني	qalsadi-nouns
قنينة	قنان	qalsadi-nouns
قوا	مفردقوة	qalsadi-nouns
قواء	اقواء	qalsadi-nouns
قواري	مفردقارية	qalsadi-nouns
قوال	قول	qalsadi-nouns
قوة	قوات	qalsadi-nouns
قوة	قوا	qalsadi-nouns
قوت	اقوات	qalsadi-nouns
قوس	اقواسمء	qalsadi-nouns
قوس	وقدتذكر	qalsadi-nouns
قول	اقوال	qalsadi-nouns
قول	اقاويل	qalsadi-nouns
قولة	اقوال	qalsadi-nouns
قولة	اقاويل	qalsadi-nouns
قوم	اقوام	qalsadi-nouns
قوي	اقوياء	qalsadi-nouns
قوي	قويات	qalsadi-nouns
قويم	قيام	qalsadi-nouns
قياس	اقيسة	qalsadi-nouns
قيثارة	قياثرمء	qalsadi-nouns
قيد	قيود	qalsadi-nouns
قيدوم	قيادمة	qalsadi-nouns
قيراط	قراريط	qalsadi-nouns
قيصر	قياصرة	qalsadi-nouns
قيظ	اقياظ	qalsadi-nouns
قيظ	قيوظ	qalsadi-nouns
قيمة	قيم	qalsadi-nouns
قين	اقيان	qalsadi-nouns
قين	قيان	qalsadi-nouns
قينة	اقيان	qalsadi-nouns
قينة	قيان	qalsadi-nouns
كاءد	ون	qalsadi-nouns
كاءد	ات	qalsadi-nouns
كاءن	كواءن	qalsadi-nouns
كابوس	كوابيس	qalsadi-nouns
كاتب	كتبة	qalsadi-nouns
كاتب	كتاب	qalsadi-nouns
كاذب	كذبة	qalsadi-nouns
كارثة	كوارث	qalsadi-nouns
كاس	كءوس	qalsadi-nouns
كاس	كاساتمء	qalsadi-nouns
كاسب	كواسب	qalsadi-nouns
كاسح	كواسح	qalsadi-nouns
كاسر	كسر	qalsadi-nouns
كاسر	كواسر	qalsadi-nouns
كاشف	كواشف	qalsadi-nouns
كاظم	كظم	qalsadi-nouns
كاع	اكواع	qalsadi-nouns
كاعب	كواعب	qalsadi-nouns
كاغد	كواغد	qalsadi-nouns
كاف	كففة	qalsadi-nouns
كافر	ون	qalsadi-nouns
كافر	ات	qalsadi-nouns
كافر	كفرة	qalsadi-nouns
كافر	كفار	qalsadi-nouns
كافل	كفل	qalsadi-nouns
كافور	كوافر	qalsadi-nouns
كافي	كفاة	qalsadi-nouns
كامخ	كوامخ	qalsadi-nouns
كامل	كملة	qalsadi-nouns
كامن	كوامن	qalsadi-nouns
كانس	كنس	qalsadi-nouns
كانس	كوانس	qalsadi-nouns
كانون	كوانين	qalsadi-nouns
كاهل	كواهل	qalsadi-nouns
كاهن	كهنة	qalsadi-nouns
كاهن	كهان	qalsadi-nouns
كبة	كبب	qalsadi-nouns
كبد	اكباد	qalsadi-nouns
كبد	كبودمء	qalsadi-nouns
كبد	مذ	qalsadi-nouns
كبرا	كبرمءنثاكبر	qalsadi-nouns
كبش	اكباش	qalsadi-nouns
كبش	كباش	qalsadi-nouns
كبل	كبول	qalsadi-nouns
كبل	اكبل	qalsadi-nouns
كبل	اكبال	qalsadi-nouns
كبود	كبودات	qalsadi-nouns
كبير	كبار	qalsadi-nouns
كبير	كبراء	qalsadi-nouns
كبير	كباءر	qalsadi-nouns
كتاب	كتاتيب	qalsadi-nouns
كتاب	كتب	qalsadi-nouns
كتاف	اكتفة	qalsadi-nouns
كتاف	كتف	qalsadi-nouns
كتف	اكتافمء	qalsadi-nouns
كتكوت	كتاكيت	qalsadi-nouns
كتوم	كتم	qalsadi-nouns
كتيبة	كتاءب	qalsadi-nouns
كتيف	كتف	qalsadi-nouns
كثيب	كثب	qalsadi-nouns
كثيب	كثبان	qalsadi-nouns
كثير	كثار	qalsadi-nouns
كثيف	كثاف	qalsadi-nouns
كحلاء	مءنثاكحل	qalsadi-nouns
كحيل	كحل	qalsadi-nouns
كحيل	كحاءل	qalsadi-nouns
كدس	اكداس	qalsadi-nouns
كدية	كدا	qalsadi-nouns
كراس	كراريس	qalsadi-nouns
كراع	اكرع	qalsadi-nouns
كراع	اكارع	qalsadi-nouns
كرب	كروب	qalsadi-nouns
كرباج	كرابيج	qalsadi-nouns
كربة	كرب	qalsadi-nouns
كردينال	كرادلة	qalsadi-nouns
كرز	اكراز	qalsadi-nouns
كرسي	كراسي	qalsadi-nouns
كرش	كروش	qalsadi-nouns
كرش	اكراش	qalsadi-nouns
كركوز	كراكيز	qalsadi-nouns
كركي	كراكي	qalsadi-nouns
كرم	كروم	qalsadi-nouns
كروان	كراوين	qalsadi-nouns
كري	اكرياء	qalsadi-nouns
كريم	كرام	qalsadi-nouns
كريم	كرماء	qalsadi-nouns
كريم	كرا	qalsadi-nouns
كريهة	كراءه	qalsadi-nouns
كساء	اكسية	qalsadi-nouns
كسر	اكسار	qalsadi-nouns
كسر	كسور	qalsadi-nouns
كسرا	اكاسرة	qalsadi-nouns
كسرة	كسر	qalsadi-nouns
كسلا	مءنثكسلان	qalsadi-nouns
كسلان	كسالا	qalsadi-nouns
كسوة	كسا	qalsadi-nouns
كسير	كسرا	qalsadi-nouns
كسير	كسارا	qalsadi-nouns
كشتبان	كشاتبين	qalsadi-nouns
كشح	كشوح	qalsadi-nouns
كشك	اكشاك	qalsadi-nouns
كشكول	كشاكيل	qalsadi-nouns
كظامة	كظاءم	qalsadi-nouns
كظيمة	كظاءم	qalsadi-nouns
كعب	كعوب	qalsadi-nouns
كعب	كعاب	qalsadi-nouns
كعبة	كعاب	qalsadi-nouns
كف	اكف	qalsadi-nouns
كفء	اكفاء	qalsadi-nouns
كفء	كفاء	qalsadi-nouns
كفاءة	ات	qalsadi-nouns
